序號,答案
20240707123001,1113.21
20240707124001,1094.85
20240707125001,1095.91
20240707130001,1054.06
20240707131001,1013.69
20240707132001,971.14
20240707133001,904.38
20240707134001,857.94
20240707135001,807.45
20240707140001,767.76
20240707141001,722.13
20240707142001,597.62
20240707143001,612.21
20240707144001,574.34
20240707145001,554.87
20240707150001,441.85
20240707151001,390.29
20240707152001,144.03
20240707153001,57.84
20240707154001,8.17
20240707155001,73.62
20240707160001,23.91
20240707161001,58.66
20240707162001,16.86
20240707163001,25.57
20240707164001,0.0
20240707165001,0.0
20240125090002,16.95
20240125091002,12.21
20240125092002,13.34
20240125093002,18.68
20240125094002,16.85
20240125095002,7.4
20240125100002,10.48
20240125101002,8.32
20240125102002,14.51
20240125103002,11.91
20240125104002,15.84
20240125105002,36.5
20240125110002,58.55
20240125111002,75.61
20240125112002,107.24
20240125113002,124.27
20240125114002,153.63
20240125115002,152.39
20240125120002,174.17
20240125121002,150.83
20240125122002,69.45
20240125123002,61.96
20240125124002,36.03
20240125125002,33.38
20240125130002,22.04
20240125131002,19.09
20240125132002,19.38
20240125133002,26.02
20240125134002,18.23
20240125135002,12.79
20240125140002,4.18
20240125141002,0.65
20240125142002,3.2
20240125143002,3.73
20240125144002,3.67
20240125145002,3.23
20240125150002,2.29
20240125151002,2.34
20240125152002,3.25
20240125153002,0.2
20240125154002,0.17
20240125155002,2.48
20240125160002,3.4
20240125161002,3.0
20240125162002,4.17
20240125163002,2.02
20240125164002,1.42
20240125165002,0.21
20240128090002,4.95
20240128091002,8.95
20240128092002,13.44
20240128093002,30.75
20240128094002,33.26
20240128095002,20.99
20240128100002,13.23
20240128101002,14.89
20240128102002,18.3
20240128103002,28.87
20240128104002,30.74
20240128105002,31.46
20240128110002,27.04
20240128111002,31.12
20240128112002,30.92
20240128113002,23.67
20240128114002,34.03
20240128115002,45.6
20240128120002,84.31
20240128121002,82.73
20240128122002,82.38
20240128123002,79.05
20240128124002,41.26
20240128125002,34.45
20240128130002,27.32
20240128131002,21.48
20240128132002,18.62
20240128133002,14.94
20240128134002,20.63
20240128135002,24.29
20240128140002,19.92
20240128141002,17.41
20240128142002,15.25
20240128143002,14.52
20240128144002,10.56
20240128145002,10.04
20240128150002,8.45
20240128151002,8.19
20240128152002,15.79
20240128153002,11.5
20240128154002,6.99
20240128155002,5.51
20240128160002,3.96
20240128161002,2.23
20240128162002,3.41
20240128163002,3.37
20240128164002,1.79
20240128165002,1.87
20240213090002,397.55
20240213091002,773.29
20240213092002,743.21
20240213093002,1064.4
20240213094002,1684.68
20240213095002,1691.58
20240213100002,1752.62
20240213101002,1771.66
20240213102002,1835.68
20240213103002,1856.08
20240213104002,1841.02
20240213105002,1873.03
20240213110002,1918.6
20240213111002,1992.74
20240213112002,1968.95
20240213113002,2023.74
20240213114002,2066.8
20240213115002,1866.82
20240213120002,1831.4
20240213121002,1950.98
20240213122002,1730.03
20240213123002,922.15
20240213124002,888.45
20240213125002,1657.28
20240213130002,1124.37
20240213131002,214.86
20240213132002,204.07
20240213133002,161.52
20240213134002,132.56
20240213135002,138.9
20240213140002,175.52
20240213141002,170.49
20240213142002,174.16
20240213143002,165.7
20240213144002,125.96
20240213145002,105.78
20240213150002,98.93
20240213151002,63.09
20240213152002,73.42
20240213153002,56.55
20240213154002,39.41
20240213155002,37.35
20240213160002,33.15
20240213161002,33.56
20240213162002,21.61
20240213163002,15.05
20240213164002,12.75
20240213165002,13.01
20240226090002,33.16
20240226091002,47.79
20240226092002,55.91
20240226093002,56.56
20240226094002,56.37
20240226095002,74.74
20240226100002,55.77
20240226101002,66.08
20240226102002,83.93
20240226103002,83.54
20240226104002,91.11
20240226105002,127.37
20240226110002,113.75
20240226111002,118.41
20240226112002,103.55
20240226113002,53.35
20240226114002,43.41
20240226115002,49.52
20240226120002,38.71
20240226121002,22.14
20240226122002,22.38
20240226123002,36.26
20240226124002,40.66
20240226125002,37.67
20240226130002,44.46
20240226131002,68.91
20240226132002,68.76
20240226133002,61.99
20240226134002,60.97
20240226135002,41.1
20240226140002,25.25
20240226141002,18.74
20240226142002,22.22
20240226143002,22.4
20240226144002,17.56
20240226145002,15.1
20240226150002,14.38
20240226151002,15.14
20240226152002,14.12
20240226153002,11.28
20240226154002,11.06
20240226155002,10.06
20240226160002,3.39
20240226161002,2.55
20240226162002,2.28
20240226163002,2.0
20240226164002,1.89
20240226165002,1.68
20240319090002,12.95
20240319091002,4.77
20240319092002,5.77
20240319093002,7.4
20240319094002,7.06
20240319095002,13.03
20240319100002,28.39
20240319101002,18.8
20240319102002,16.87
20240319103002,13.16
20240319104002,16.38
20240319105002,19.04
20240319110002,26.38
20240319111002,22.04
20240319112002,32.26
20240319113002,41.94
20240319114002,32.39
20240319115002,19.23
20240319120002,16.65
20240319121002,49.04
20240319122002,36.73
20240319123002,28.5
20240319124002,25.62
20240319125002,28.86
20240319130002,24.5
20240319131002,23.63
20240319132002,17.94
20240319133002,15.71
20240319134002,13.66
20240319135002,13.59
20240319140002,10.93
20240319141002,9.91
20240319142002,14.96
20240319143002,12.11
20240319144002,11.78
20240319145002,9.94
20240319150002,14.71
20240319151002,14.74
20240319152002,20.8
20240319153002,11.88
20240319154002,8.02
20240319155002,5.17
20240319160002,2.89
20240319161002,2.17
20240319162002,2.67
20240319163002,2.07
20240319164002,2.17
20240319165002,1.12
20240427090002,101.53
20240427091002,63.85
20240427092002,50.79
20240427093002,54.84
20240427094002,65.5
20240427095002,72.47
20240427100002,56.29
20240427101002,67.23
20240427102002,118.23
20240427103002,158.77
20240427104002,158.57
20240427105002,167.59
20240427110002,178.9
20240427111002,174.36
20240427112002,149.12
20240427113002,147.7
20240427114002,123.84
20240427115002,97.42
20240427120002,95.32
20240427121002,141.6
20240427122002,132.79
20240427123002,113.26
20240427124002,75.83
20240427125002,75.8
20240427130002,195.28
20240427131002,206.74
20240427132002,118.37
20240427133002,246.68
20240427134002,521.84
20240427135002,348.21
20240427140002,282.85
20240427141002,295.55
20240427142002,235.24
20240427143002,165.68
20240427144002,198.31
20240427145002,174.36
20240427150002,275.49
20240427151002,219.9
20240427152002,129.05
20240427153002,77.69
20240427154002,58.59
20240427155002,81.89
20240427160002,90.92
20240427161002,107.6
20240427162002,56.64
20240427163002,13.22
20240427164002,71.05
20240427165002,39.45
20240508090002,238.49
20240508091002,131.63
20240508092002,122.26
20240508093002,136.26
20240508094002,128.53
20240508095002,133.6
20240508100002,113.45
20240508101002,158.21
20240508102002,111.05
20240508103002,71.95
20240508104002,29.93
20240508105002,41.55
20240508110002,31.37
20240508111002,23.86
20240508112002,77.83
20240508113002,69.32
20240508114002,83.46
20240508115002,117.47
20240508120002,165.59
20240508121002,117.45
20240508122002,239.39
20240508123002,78.4
20240508124002,30.64
20240508125002,16.61
20240508130002,0.0
20240508131002,0.0
20240508132002,0.0
20240508133002,0.23
20240508134002,1.23
20240508135002,3.13
20240508140002,12.49
20240508141002,39.49
20240508142002,70.79
20240508143002,21.1
20240508144002,7.59
20240508145002,6.31
20240508150002,1.4
20240508151002,4.77
20240508152002,5.09
20240508153002,0.0
20240508154002,0.08
20240508155002,0.0
20240508160002,0.51
20240508161002,0.07
20240508162002,0.71
20240508163002,0.6
20240508164002,0.0
20240508165002,0.0
20240705090002,707.23
20240705091002,781.88
20240705092002,802.36
20240705093002,869.37
20240705094002,915.51
20240705095002,968.18
20240705100002,1084.97
20240705101002,1113.6
20240705102002,1140.72
20240705103002,1240.29
20240705104002,1170.54
20240705105002,429.15
20240705110002,860.3
20240705111002,239.46
20240705112002,441.9
20240705113002,1190.66
20240705114002,1223.49
20240705115002,1231.91
20240705120002,1238.91
20240705121002,1102.58
20240705122002,1204.54
20240705123002,1165.17
20240705124002,1100.59
20240705125002,1054.15
20240705130002,1018.97
20240705131002,996.53
20240705132002,944.88
20240705133002,883.17
20240705134002,834.95
20240705135002,776.48
20240705140002,675.3
20240705141002,683.07
20240705142002,604.96
20240705143002,342.73
20240705144002,450.96
20240705145002,157.04
20240705150002,232.04
20240705151002,239.56
20240705152002,201.9
20240705153002,197.22
20240705154002,22.75
20240705155002,21.2
20240705160002,41.03
20240705161002,16.7
20240705162002,33.63
20240705163002,20.15
20240705164002,7.14
20240705165002,15.54
20240707090002,699.5
20240707091002,764.55
20240707092002,793.3
20240707093002,874.63
20240707094002,931.92
20240707095002,978.9
20240707100002,1036.85
20240707101002,1094.89
20240707102002,1128.95
20240707103002,1096.05
20240707104002,1144.14
20240707105002,1124.57
20240707110002,723.06
20240707111002,1053.95
20240707112002,1098.52
20240707113002,1192.16
20240707114002,1206.34
20240707115002,1188.28
20240707120002,1223.56
20240707121002,1168.79
20240707122002,1155.87
20240707123002,1131.23
20240707124002,1097.79
20240707125002,1084.14
20240707130002,1049.22
20240707131002,1018.24
20240707132002,971.0
20240707133002,923.41
20240707134002,864.28
20240707135002,826.52
20240707140002,757.83
20240707141002,712.42
20240707142002,607.12
20240707143002,580.11
20240707144002,572.43
20240707145002,553.5
20240707150002,439.44
20240707151002,397.7
20240707152002,134.46
20240707153002,70.21
20240707154002,33.45
20240707155002,85.43
20240707160002,25.69
20240707161002,42.23
20240707162002,16.22
20240707163002,26.2
20240707164002,3.76
20240707165002,0.0
20240317090003,1271.42
20240317091003,1343.79
20240317092003,1442.43
20240317093003,1511.7
20240317094003,1568.83
20240317095003,1621.92
20240317100003,1683.39
20240317101003,1707.24
20240317102003,1737.88
20240317103003,1741.1
20240317104003,1807.11
20240317105003,1830.5
20240317110003,1908.55
20240317111003,1879.34
20240317112003,1613.04
20240317113003,1541.42
20240317114003,1541.44
20240317115003,698.92
20240317120003,1094.1
20240317121003,542.61
20240317122003,264.12
20240317123003,206.61
20240317124003,293.49
20240317125003,250.34
20240317130003,161.55
20240317131003,167.44
20240317132003,186.11
20240317133003,141.09
20240317134003,193.45
20240317135003,273.31
20240317140003,170.2
20240317141003,129.5
20240317142003,89.46
20240317143003,64.55
20240317144003,67.99
20240317145003,44.58
20240317150003,32.8
20240317151003,27.1
20240317152003,14.46
20240317153003,9.18
20240317154003,20.33
20240317155003,28.76
20240317160003,24.46
20240317161003,19.98
20240317162003,19.19
20240317163003,14.93
20240317164003,9.41
20240317165003,6.42
20240414090003,647.69
20240414091003,824.97
20240414092003,795.28
20240414093003,979.97
20240414094003,977.52
20240414095003,1230.67
20240414100003,1050.17
20240414101003,1075.73
20240414102003,1127.53
20240414103003,1234.23
20240414104003,1224.19
20240414105003,1056.99
20240414110003,1670.14
20240414111003,1348.78
20240414112003,1144.08
20240414113003,1690.49
20240414114003,1125.56
20240414115003,960.41
20240414120003,891.54
20240414121003,687.27
20240414122003,602.85
20240414123003,915.76
20240414124003,673.92
20240414125003,350.87
20240414130003,852.34
20240414131003,773.68
20240414132003,590.03
20240414133003,474.07
20240414134003,738.08
20240414135003,1022.26
20240414140003,457.68
20240414141003,340.59
20240414142003,81.72
20240414143003,98.83
20240414144003,166.74
20240414145003,308.04
20240414150003,211.84
20240414151003,138.47
20240414152003,149.86
20240414153003,59.94
20240414154003,51.67
20240414155003,68.02
20240414160003,67.55
20240414161003,63.28
20240414162003,52.29
20240414163003,46.49
20240414164003,41.18
20240414165003,37.59
20240524090003,94.71
20240524091003,131.83
20240524092003,193.17
20240524093003,183.73
20240524094003,213.18
20240524095003,467.93
20240524100003,160.61
20240524101003,99.8
20240524102003,230.02
20240524103003,207.84
20240524104003,188.85
20240524105003,185.32
20240524110003,196.0
20240524111003,149.87
20240524112003,268.3
20240524113003,458.44
20240524114003,306.42
20240524115003,143.38
20240524120003,145.39
20240524121003,215.06
20240524122003,316.15
20240524123003,312.49
20240524124003,433.22
20240524125003,634.19
20240524130003,743.64
20240524131003,568.84
20240524132003,436.15
20240524133003,275.66
20240524134003,212.4
20240524135003,125.23
20240524140003,63.7
20240524141003,40.42
20240524142003,32.0
20240524143003,19.72
20240524144003,1.75
20240524145003,1.15
20240524150003,9.24
20240524151003,5.69
20240524152003,6.49
20240524153003,4.73
20240524154003,4.32
20240524155003,3.79
20240524160003,2.66
20240524161003,3.28
20240524162003,1.47
20240524163003,4.11
20240524164003,4.47
20240524165003,7.79
20240526090003,115.55
20240526091003,181.67
20240526092003,353.97
20240526093003,869.53
20240526094003,686.56
20240526095003,732.59
20240526100003,747.88
20240526101003,520.92
20240526102003,205.58
20240526103003,124.66
20240526104003,117.86
20240526105003,127.23
20240526110003,145.68
20240526111003,175.13
20240526112003,189.68
20240526113003,221.06
20240526114003,227.24
20240526115003,212.07
20240526120003,230.38
20240526121003,235.99
20240526122003,224.01
20240526123003,195.77
20240526124003,179.92
20240526125003,158.27
20240526130003,146.8
20240526131003,118.74
20240526132003,101.83
20240526133003,91.89
20240526134003,92.39
20240526135003,89.29
20240526140003,92.93
20240526141003,95.46
20240526142003,95.99
20240526143003,93.97
20240526144003,89.85
20240526145003,87.98
20240526150003,68.89
20240526151003,43.57
20240526152003,43.79
20240526153003,35.7
20240526154003,49.49
20240526155003,51.77
20240526160003,37.6
20240526161003,33.35
20240526162003,31.57
20240526163003,27.68
20240526164003,25.01
20240526165003,22.16
20240603090003,63.59
20240603091003,68.99
20240603092003,86.43
20240603093003,103.98
20240603094003,60.12
20240603095003,90.02
20240603100003,79.15
20240603101003,54.21
20240603102003,69.18
20240603103003,98.78
20240603104003,143.96
20240603105003,183.81
20240603110003,72.5
20240603111003,82.78
20240603112003,41.41
20240603113003,52.43
20240603114003,77.5
20240603115003,112.61
20240603120003,153.91
20240603121003,137.15
20240603122003,293.77
20240603123003,147.15
20240603124003,110.7
20240603125003,197.66
20240603130003,140.33
20240603131003,153.0
20240603132003,167.36
20240603133003,157.8
20240603134003,71.67
20240603135003,61.95
20240603140003,96.19
20240603141003,69.1
20240603142003,134.56
20240603143003,76.22
20240603144003,53.45
20240603145003,36.48
20240603150003,11.97
20240603151003,14.91
20240603152003,11.06
20240603153003,7.83
20240603154003,5.21
20240603155003,4.66
20240603160003,2.16
20240603161003,4.18
20240603162003,6.5
20240603163003,4.88
20240603164003,4.52
20240603165003,3.42
20240620090003,1206.91
20240620091003,1295.64
20240620092003,719.03
20240620093003,1327.98
20240620094003,1243.62
20240620095003,1187.9
20240620100003,1225.78
20240620101003,1344.0
20240620102003,1098.12
20240620103003,613.83
20240620104003,175.86
20240620105003,355.22
20240620110003,1320.71
20240620111003,1552.49
20240620112003,1577.48
20240620113003,1550.83
20240620114003,1593.92
20240620115003,1525.12
20240620120003,1515.57
20240620121003,1506.49
20240620122003,1462.59
20240620123003,1400.0
20240620124003,1407.21
20240620125003,1374.8
20240620130003,1423.35
20240620131003,1328.27
20240620132003,1354.63
20240620133003,922.51
20240620134003,944.32
20240620135003,960.82
